what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995748235
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1305995754905
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305995756058
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1305995769963
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995787454
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995788683
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995789291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995816902
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305995817526
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305995818504
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305995829691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305995831760
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305995832188
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995850816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995850965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995851047
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995857411
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995874545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995874607
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995874649
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305995877392
